50	0.7	0.2	25	0.6
50	0.75	0.25	30	0.7
50	0.8	0.3	35	0.8
50	0.85	0.35	40	0.9
60	0.7	0.25	35	0.9
60	0.75	0.2	40	0.8
60	0.8	0.35	25	0.7
60	0.85	0.3	30	0.6
70	0.7	0.3	40	0.7
70	0.75	0.35	35	0.6
70	0.8	0.2	30	0.9
70	0.85	0.25	25	0.8
80	0.7	0.35	30	0.8
80	0.75	0.3	25	0.9
80	0.8	0.25	40	0.6
80	0.85	0.2	35	0.7
